,MWT,MF,PARENT_MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,MFCD,EMOLECULES_ID,mol,MFC#
13373,165.19,C9H11NO2,165.19,CN(C)c1ccc(C=O)c(O)c1,Aldlab Chemicals,0,,4-(Dimethylamino)-2-hydroxybenzaldehyde,MFCD00027419,33503713,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1951DB0>,26
13416,165.58,C8H4ClNO,165.58,Clc1cccc(C=O)c1C#N,"Combi-Blocks, Inc.",0,,2-Chloro-6-formylbenzonitrile,MFCD10699534,31525940,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19548B0>,20
13436,165.58,C8H4ClNO,165.58,Clc1ccc(cc1C=O)C#N,"Combi-Blocks, Inc.",0,,4-Chloro-3-formylbenzonitrile,MFCD11035756,32179519,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1954DB0>,28
13464,165.58,C8H4ClNO,165.58,Clc1ccc(C#N)c(C=O)c1,Accela ChemBio (ASD),0,,4-Chloro-2-formylbenzonitrile,MFCD10699537,33511544,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19594F0>,14
13478,165.58,C8H4ClNO,165.58,Clc1ccc(C=O)c(c1)C#N,"Combi-Blocks, Inc.",0,,5-Chloro-2-formylbenzonitrile,MFCD10699538,33511546,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1959870>,23
13501,165.58,C8H4ClNO,165.58,Clc1c(C=O)cccc1C#N,"Combi-Blocks, Inc.",0,,2-Chloro-3-cyanobenzaldehyde,MFCD08460147,42767357,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1959E30>,25
13526,165.58,C8H4ClNO,165.58,Clc1cc(C=O)cc(c1)C#N,"Combi-Blocks, Inc.",0,,3-Chloro-5-formylbenzonitrile,MFCD18392412,43338596,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19634B0>,21
13547,165.58,C8H4ClNO,165.58,Clc1ccc(C=O)cc1C#N,"Combi-Blocks, Inc.",0,,2-Chloro-5-formylbenzonitrile,MFCD18392413,44817518,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19639F0>,16
13563,165.58,C8H4ClNO,165.58,Clc1cccc(C#N)c1C=O,"Combi-Blocks, Inc.",0,,3-Chloro-2-formylbenzonitrile,MFCD16251143,49787868,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1963DF0>,11
13574,165.58,C8H4ClNO,165.58,Clc1cc(ccc1C=O)C#N,AstaTech,0,,2-CHLORO-4-CYANOBENZALDEHYDE,MFCD11036376,49824425,<rdkit.Chem.rdchem.Mol object at 0x0000020EE196B0F0>,18
13592,165.58,C8H4ClNO,165.58,Clc1cc(C=O)ccc1C#N,Frontier Scientific (Logan),0,,2-Chloro-4-formylbenzonitrile,MFCD18392411,50438967,<rdkit.Chem.rdchem.Mol object at 0x0000020EE196B570>,16
13638,166.13,C8H6O4,166.13,OC(=O)c1cc(C=O)ccc1O,Alinda Chemical,0,,5-formyl-2-hydroxybenzoic acid,MFCD00006945,513214,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1972130>,31
13669,166.13,C8H6O4,166.13,OC(=O)c1ccc(C=O)c(O)c1,Key Organics/BIONET,0,,4-Formyl-3-hydroxybenzoic acid,MFCD05865188,525402,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19728F0>,28
13697,166.13,C8H6O4,166.13,OC(=O)c1ccc(O)c(C=O)c1,Advamacs,0,,3-Formyl-4-hydroxybenzoic acid 95+%,MFCD00016595,525404,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1974030>,35
13732,166.13,C8H6O4,166.13,OC(=O)c1cccc(C=O)c1O,Acros Organics,37707,,"3-Formylsalicylic acid hydrate, 97%",MFCD00143165,719103,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19748F0>,21
13754,166.13,C8H6O4,166.13,Oc1cc2OCOc2cc1C=O,Bio-Farma,0,,"6-hydroxy-2H-1,3-benzodioxole-5-carbaldehyde",MFCD09864084,11245004,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1974E70>,14
13817,166.13,C8H6O4,166.13,OC(=O)c1ccc(C=O)cc1O,Key Organics/BIONET,0,,4-formyl-2-hydroxybenzoic acid,MFCD16999740,53899461,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1977E70>,11
13949,166.18,C9H10O3,166.18,CCOc1cc(C=O)ccc1O,InterBioScreen,0,,3-ethoxy-4-hydroxybenzaldehyde,MFCD00006944,475326,<rdkit.Chem.rdchem.Mol object at 0x0000020EE197D030>,44
13993,166.18,C9H10O3,166.18,COc1cc(OC)cc(C=O)c1,InterBioScreen,0,,"3,5-dimethoxybenzaldehyde",MFCD00003366,479955,<rdkit.Chem.rdchem.Mol object at 0x0000020EE197DB30>,49
14042,166.18,C9H10O3,166.18,COc1ccc(C=O)cc1OC,InterBioScreen,0,,"3,4-dimethoxybenzaldehyde",MFCD00003363,481790,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19807B0>,52
14094,166.18,C9H10O3,166.18,CCOc1cccc(C=O)c1O,Vitas M Labs,0,,3-ethoxy-2-hydroxybenzaldehyde,MFCD00003323,484269,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19814F0>,26
14120,166.18,C9H10O3,166.18,COc1cccc(OC)c1C=O,Alfa Aesar (US),0,,"2,6-Dimethoxybenzaldehyde, 99%",MFCD00010862,495370,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1981B70>,40
14160,166.18,C9H10O3,166.18,COc1cccc(C=O)c1OC,Accela ChemBio (ASD),0,,"2,3-Dimethoxybenzaldehyde",MFCD00003309,503483,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19845B0>,46
14206,166.18,C9H10O3,166.18,COc1ccc(C=O)c(OC)c1,Vitas M Labs,0,,"2,4-dimethoxybenzaldehyde",MFCD00003311,503497,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1986170>,48
14254,166.18,C9H10O3,166.18,COc1ccc(OC)c(C=O)c1,InterBioScreen,0,,"2,5-dimethoxybenzaldehyde",MFCD00003314,503509,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1986D70>,35
14289,166.18,C9H10O3,166.18,COc1cc(C)c(C=O)c(O)c1,Accela ChemBio (ASD),0,,4-Methoxy-6-methylsalicylaldehyde,MFCD06496263,828468,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1989670>,19
14308,166.18,C9H10O3,166.18,OCCOc1cccc(C=O)c1,Alinda Chemical,0,,3-(2-hydroxyethoxy)benzaldehyde,MFCD00191448,859915,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1989B30>,18
14326,166.18,C9H10O3,166.18,OCCOc1ccc(C=O)cc1,Alinda Chemical,0,,4-(2-hydroxyethoxy)benzaldehyde,MFCD00191450,859917,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1989FB0>,27
14353,166.18,C9H10O3,166.18,OCCOc1ccccc1C=O,Angene Chemical,0,,2-(2-HYDROXYETHOXY)BENZALDEHYDE,MFCD00191449,859921,<rdkit.Chem.rdchem.Mol object at 0x0000020EE198A6B0>,11
14369,166.18,C9H10O3,166.18,CCOc1ccc(O)c(C=O)c1,Vitas M Labs,0,,5-ethoxy-2-hydroxybenzaldehyde,MFCD05039365,1405704,<rdkit.Chem.rdchem.Mol object at 0x0000020EE198AAB0>,13
14382,166.18,C9H10O3,166.18,CCOc1ccc(C=O)c(O)c1,Accela ChemBio (ASD),0,,4-Ethoxysalicylaldehyde,MFCD03032734,2852811,<rdkit.Chem.rdchem.Mol object at 0x0000020EE198ADF0>,29
14452,166.18,C9H10O3,166.18,CCOc1cc(O)cc(C=O)c1,"Combi-Blocks, Inc.",0,,3-Ethoxy-5-hydroxybenzaldehyde,MFCD20485677,44846784,<rdkit.Chem.rdchem.Mol object at 0x0000020EE198DFB0>,15
14633,167.12,C8H3F2NO,167.12,Fc1cc(cc(F)c1C=O)C#N,AstaTech,54279,,"3,5-DIFLUORO-4-FORMYLBENZONITRILE",MFCD08457661,528960,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1993DB0>,27
14660,167.12,C8H3F2NO,167.12,Fc1ccc(C#N)c(F)c1C=O,Advamacs,0,,"Benzonitrile, 2,4-difluoro-3-formyl- 95+%",MFCD09907858,36008975,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19994B0>,15
14675,167.12,C8H3F2NO,167.12,Fc1cc(C=O)cc(F)c1C#N,"Combi-Blocks, Inc.",0,,"2,6-Difluoro-4-formylbenzonitrile",MFCD09263470,36761996,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1999870>,31
14732,167.12,C8H3F2NO,167.12,Fc1cc(F)c(cc1C=O)C#N,"Combi-Blocks, Inc.",0,,"2,4-Difluoro-5-formylbenzonitrile",MFCD19440211,50479845,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19A26F0>,23
14761,167.12,C7H5NO4,167.12,Oc1ccc(C=O)cc1[N+]([O-])=O,Vitas M Labs,0,,4-hydroxy-3-nitrobenzaldehyde,MFCD00007117,481872,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19A2E30>,37
14798,167.12,C7H5NO4,167.12,Oc1cc(C=O)ccc1[N+]([O-])=O,Acros Organics,16856,,"3-Hydroxy-4-nitrobenzaldehyde, 97%",MFCD00007109,483817,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19AC7B0>,37
14835,167.12,C7H5NO4,167.12,Oc1ccc(cc1C=O)[N+]([O-])=O,InterBioScreen,0,,2-hydroxy-5-nitrobenzaldehyde,MFCD00007337,493843,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19B5130>,42
14877,167.12,C7H5NO4,167.12,Oc1c(C=O)cccc1[N+]([O-])=O,Vitas M Labs,0,,2-hydroxy-3-nitrobenzaldehyde,MFCD00041874,517482,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19B5BB0>,33
14910,167.12,C7H5NO4,167.12,Oc1ccc(c(C=O)c1)[N+]([O-])=O,Activate Scientific,0,,5-Hydroxy-2-nitrobenzaldehyde,MFCD00007332,521331,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19C0430>,39
14949,167.12,C7H5NO4,167.12,Oc1cc(ccc1C=O)[N+]([O-])=O,"Combi-Blocks, Inc.",0,,2-Hydroxy-4-nitrobenzaldehyde,MFCD00049373,7404107,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19C0DF0>,35
14989,167.12,C7H5NO4,167.12,Oc1cccc(C=O)c1[N+]([O-])=O,Angene Chemical,0,,3-HYDROXY-2-NITROBENZALDEHYDE,MFCD09753744,44468692,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19C9830>,15
15006,167.12,C7H5NO4,167.12,Oc1ccc(C=O)c(c1)[N+]([O-])=O,"Combi-Blocks, Inc.",0,,4-Hydroxy-2-nitrobenzaldehyde,MFCD18397317,49849073,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19C9C70>,16
15350,168.12,C8H5FO3,168.12,OC(=O)c1ccc(F)c(C=O)c1,Maybridge,0,,4-Fluoro-3-formyl-benzoic acid,MFCD06411555,724696,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A073F0>,32
15382,168.12,C8H5FO3,168.12,OC(=O)c1cc(C=O)ccc1F,Maybridge,0,,2-fluoro-5-formylbenzoic acid,MFCD04972875,5850077,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A07BF0>,39
15421,168.12,C8H5FO3,168.12,OC(=O)c1cc(F)ccc1C=O,Princeton BioMolecular Research,0,,5-fluoro-2-formylbenzoic acid,MFCD11053106,36763361,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A125F0>,21
15442,168.12,C8H5FO3,168.12,OC(=O)c1ccc(C=O)cc1F,"Combi-Blocks, Inc.",0,,2-Fluoro-4-formylbenzoic acid,MFCD12026481,45492673,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A12B30>,15
15457,168.12,C8H5FO3,168.12,OC(=O)c1cccc(C=O)c1F,"Combi-Blocks, Inc.",0,,2-Fluoro-3-formylbenzoic acid,MFCD20526383,45980768,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A12EF0>,28
15485,168.12,C8H5FO3,168.12,OC(=O)c1ccc(C=O)c(F)c1,"Combi-Blocks, Inc.",0,,3-Fluoro-4-formylbenzoic acid,MFCD20483546,48573391,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A1C630>,16
15501,168.12,C8H5FO3,168.12,OC(=O)c1cc(F)cc(C=O)c1,"Combi-Blocks, Inc.",0,,3-Fluoro-5-formylbenzoic acid,MFCD22544368,48606465,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A1CA30>,18
15519,168.12,C8H5FO3,168.12,OC(=O)c1c(F)cccc1C=O,HE Chemical,409830,,2-Fluoro-6-formylbenzoic acid,MFCD28357171,50492645,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A1CEB0>,16
15535,168.12,C8H5FO3,168.12,OC(=O)c1cccc(F)c1C=O,Apollo Scientific US,0,,3-Fluoro-2-formylbenzoic acid,MFCD18453664,50492647,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A272F0>,11
15546,168.12,C8H5FO3,168.12,OC(=O)c1ccc(F)cc1C=O,Apollo Scientific US,0,,4-Fluoro-2-formylbenzoic acid,MFCD20658188,50492649,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A275B0>,25
15579,168.15,C8H8O4,168.15,COc1cc(C=O)cc(O)c1O,InterBioScreen,0,,"3,4-dihydroxy-5-methoxybenzaldehyde",MFCD00016610,511320,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A27DF0>,28
15610,168.15,C8H8O4,168.15,COc1cc(C=O)c(O)cc1O,Alinda Chemical,0,,"2,4-dihydroxy-5-methoxybenzaldehyde",MFCD07626333,7720333,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A2E5F0>,11
15622,168.15,C8H8O4,168.15,COc1ccc(C=O)c(O)c1O,"Combi-Blocks, Inc.",0,,"2,3-Dihydroxy-4-methoxybenzaldehyde",MFCD00016589,43296999,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A2E8F0>,18
15640,168.15,C8H8O4,168.15,Cc1c(O)cc(O)c(C=O)c1O,Enamine - UA Backorder,0,,"2,4,6-trihydroxy-3-methylbenzaldehyde",MFCD24674224,49862366,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A2ED70>,16
15656,168.15,C8H8O4,168.15,COc1c(O)ccc(C=O)c1O,AA Blocks LLC,0,,"2,4-Dihydroxy-3-methoxybenzaldehyde",MFCD19301266,90471523,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A311B0>,11
15691,168.17,C9H9FO2,168.17,CCOc1ccc(C=O)cc1F,"Combi-Blocks, Inc.",0,,4-Ethoxy-3-fluorobenzaldehyde,MFCD06247348,37439981,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A31A70>,22
15713,168.17,C9H9FO2,168.17,FCCOc1ccc(C=O)cc1,Aldlab Chemicals,0,,4-(2-FLUOROETHOXY)-BENZALDEHYDE,MFCD11521336,42848383,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A33030>,12
15732,168.17,C9H9FO2,168.17,CCOc1cc(C=O)ccc1F,Platte Valley Scientific,0,,3-Ethoxy-4-fluorobenzaldehyde,MFCD12022599,43476239,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A334F0>,17
15765,168.17,C9H9FO2,168.17,CCOc1cc(F)cc(C=O)c1,AOBChem USA,27271,,3-Ethoxy-5-fluorobenzaldehyde,MFCD18375377,46106239,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A33D30>,20
15821,168.17,C9H9FO2,168.17,CCOc1cccc(C=O)c1F,Bellen Chem,0,,3-Ethoxy-2-fluorobenzaldehyde,MFCD24678362,259764089,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A36B70>,12
15857,168.21,C8H8O2S,168.21,CSc1ccc(O)c(C=O)c1,"Combi-Blocks, Inc.",0,,2-Hydroxy-5-(methylthio)benzaldehyde,MFCD03309091,35873043,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A374B0>,19
15919,168.62,C9H9ClO,168.62,Cc1cc(C=O)cc(C)c1Cl,AOBChem USA,18803,,"4-Chloro-3,5-dimethylbenzaldehyde",MFCD11111043,25033703,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A3B470>,14
15945,168.62,C9H9ClO,168.62,Cc1c(C)c(C=O)ccc1Cl,AOBChem USA,30357,,"4-Chloro-2,3-dimethylbenzaldehyde",MFCD18917146,36770354,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A3BAF0>,10
15955,168.62,C9H9ClO,168.62,CCc1cc(C=O)ccc1Cl,AOBChem USA,26281,,4-Chloro-3-ethylbenzaldehyde,MFCD11111044,36770841,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A3BD70>,15
15970,168.62,C9H9ClO,168.62,Cc1cc(Cl)cc(C)c1C=O,AOBChem USA,18588,,"4-Chloro-2,6-dimethybenzaldehyde",MFCD11846957,44465339,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A3F170>,15
16018,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1ccc(F)c(C=O)c1,Activate Scientific,0,,2-Fluoro-5-nitrobenzaldehyde,MFCD00042298,509710,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A3FD70>,37
16055,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1cc(C=O)ccc1F,Alfa Aesar (US),0,,"4-Fluoro-3-nitrobenzaldehyde, 98%",MFCD01861388,516545,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A446F0>,41
16096,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1ccc(F)cc1C=O,Alfa Aesar (US),0,,"5-Fluoro-2-nitrobenzaldehyde, 98%",MFCD00153175,891859,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A4C170>,22
16118,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1ccc(C=O)c(F)c1,Alfa Aesar (US),0,,"2-Fluoro-4-nitrobenzaldehyde, 97%",MFCD00968941,4330174,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A4C6F0>,30
16148,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1cc(F)ccc1C=O,Chem-Impex,20289,,4-Fluoro-2-nitro-benzaldehyde,MFCD01666439,6202311,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A4CE70>,33
16181,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1cccc(F)c1C=O,"Combi-Blocks, Inc.",0,,2-Fluoro-6-nitrobenzaldehyde,MFCD09835320,11578664,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A576F0>,24
16205,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1ccc(C=O)cc1F,Key Organics/BIONET,0,,3-fluoro-4-nitrobenzenecarbaldehyde,MFCD00968940,29542235,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A57CF0>,33
16238,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1cccc(C=O)c1F,Accela ChemBio (ASD),0,,2-Fluoro-3-nitrobenzaldehyde,MFCD08669885,36750892,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A61570>,32
16270,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1cc(F)cc(C=O)c1,Accela ChemBio (ASD),0,,3-Fluoro-5-nitrobenzaldehyde,MFCD11111000,36761994,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A61D70>,19
16289,169.11,C7H4FNO3,169.11,[O-][N+](=O)c1c(F)cccc1C=O,"Combi-Blocks, Inc.",0,,3-Fluoro-2-nitrobenzaldehyde,MFCD11111001,44692353,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A6C270>,18
16307,169.11,C7H4FNO3,169.11,Fc1cc(C=O)cc(c1)N(=O)=O,Angene Chemical,0,,3-fluoro-5-nitrobenzaldehyde,,313087768,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A6C6F0>,12
16345,170.14,C8H7FO3,170.14,COc1cc(C=O)cc(F)c1O,Accela ChemBio (ASD),0,,3-Fluoro-4-hydroxy-5-methoxybenzaldehyde,MFCD02683560,517408,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A730B0>,31
16447,170.2,C8H7FOS,170.2,CSc1ccc(F)cc1C=O,AOBChem USA,20195,,5-Fluoro-2-(methylthio)benzaldehyde,MFCD18887990,40039698,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A76A70>,10
16475,170.2,C8H7FOS,170.2,CSc1cc(C=O)ccc1F,"Combi-Blocks, Inc.",0,,4-Fluoro-3-(methylsulfanyl)benzaldehyde,MFCD22543662,45980766,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A7C1B0>,10
16485,170.2,C8H7FOS,170.2,CSc1ccc(C=O)c(F)c1,AOBChem USA,20898,,2-Fluoro-4-(methylthio)benzaldehyde,MFCD26935988,48596820,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A7C430>,13
16570,170.59,C8H7ClO2,170.59,COc1ccc(C=O)cc1Cl,Alfa Aesar (US),0,,"3-Chloro-4-methoxybenzaldehyde, 96%",MFCD00016601,522025,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A859B0>,44
16614,170.59,C8H7ClO2,170.59,COc1cccc(C=O)c1Cl,TCI America,0,,2-Chloro-3-methoxybenzaldehyde,MFCD07369787,527674,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A8A4F0>,26
16640,170.59,C8H7ClO2,170.59,Cc1cc(Cl)cc(C=O)c1O,Maybridge,0,,5-chloro-2-hydroxy-3-methylbenzaldehyde,MFCD00275687,723519,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A8AB70>,17
16657,170.59,C8H7ClO2,170.59,COc1ccc(Cl)cc1C=O,Aldlab Chemicals,0,,5-Chloro-2-methoxybenzaldehyde,MFCD00033854,848510,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A8AFB0>,40
16697,170.59,C8H7ClO2,170.59,Cc1cc(O)c(C=O)cc1Cl,Aldlab Chemicals,0,,5-Chloro-2-hydroxy-4-methyl-benzaldehyde,MFCD03094618,918471,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A969F0>,23
16720,170.59,C8H7ClO2,170.59,Oc1ccc(CCl)cc1C=O,Alinda Chemical,0,,5-(chloromethyl)-2-hydroxybenzaldehyde,MFCD00226977,2861214,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1A96FB0>,17
16737,170.59,C8H7ClO2,170.59,COc1ccc(C=O)c(Cl)c1,Accela ChemBio (ASD),0,,2-Chloro-4-methoxybenzaldehyde,MFCD01741722,2871465,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1AA1430>,40
16782,170.59,C8H7ClO2,170.59,COc1cc(C=O)ccc1Cl,Chem-Impex,29065,,4-Chloro-3-methoxybenzaldehyde,MFCD07787490,16647476,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1AA1F70>,38
16820,170.59,C8H7ClO2,170.59,COc1cc(Cl)ccc1C=O,Aldlab Chemicals,0,,4-chloro-2-methoxybenzaldehyde,MFCD08703355,25679667,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1AAD930>,31
16851,170.59,C8H7ClO2,170.59,COc1cccc(Cl)c1C=O,"Combi-Blocks, Inc.",0,,2-Chloro-6-methoxybenzaldehyde,MFCD08059233,32179356,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1AB7130>,38
16889,170.59,C8H7ClO2,170.59,COc1c(Cl)cccc1C=O,"Combi-Blocks, Inc.",0,,3-Chloro-2-methoxybenzaldehyde,MFCD09999135,32179411,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1AB7AB0>,33
16922,170.59,C8H7ClO2,170.59,COc1cc(Cl)cc(C=O)c1,AstaTech,0,,3-CHLORO-5-METHOXYBENZALDEHYDE,MFCD08234653,33511001,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D43330>,30
16952,170.59,C8H7ClO2,170.59,COc1ccc(Cl)c(C=O)c1,AstaTech,0,,2-CHLORO-5-METHOXYBENZALDEHYDE,MFCD11845925,36763523,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D43AB0>,34
17046,171.2,C11H9NO,171.2,O=Cc1cccc(c1)-n1cccc1,Maybridge,0,,3-(1H-pyrrol-1-yl)benzaldehyde,MFCD03086140,720582,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D592B0>,12
17058,171.2,C11H9NO,171.2,O=Cc1ccc(cc1)-n1cccc1,"Combi-Blocks, Inc.",0,,4-(1H-Pyrrol-1-yl)benzaldehyde,MFCD03822126,720698,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D595B0>,29
17094,171.2,C11H9NO,171.2,Cc1ccc2cc(C=O)ccc2n1,Accela ChemBio (ASD),0,,2-Methylquinoline-6-carbaldehyde,MFCD08060502,727554,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D59EB0>,18
17112,171.2,C11H9NO,171.2,Cc1ccc(C=O)c2cccnc12,ChemBridge,4003229,,8-methyl-5-quinolinecarbaldehyde,MFCD15204350,31238460,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D5A370>,11
17221,172.13,C8H6F2O2,172.13,FC(F)Oc1ccc(C=O)cc1,Alinda Chemical,0,,4-(difluoromethoxy)benzaldehyde,MFCD00042252,512074,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D5DEF0>,32
17253,172.13,C8H6F2O2,172.13,FC(F)Oc1ccccc1C=O,Accela ChemBio (ASD),0,,2-(Difluoromethoxy)benzaldehyde,MFCD00042251,512084,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D5F730>,28
17281,172.13,C8H6F2O2,172.13,COc1cc(F)c(C=O)c(F)c1,Chem-Impex,17627,,"2,6-Difluoro-4-methoxybenzaldehyde",MFCD04114368,525187,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D5FE30>,39
17320,172.13,C8H6F2O2,172.13,FC(F)Oc1cccc(C=O)c1,InterBioScreen,0,,3-(difluoromethoxy)benzaldehyde,MFCD00236222,907243,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D6B830>,41
17361,172.13,C8H6F2O2,172.13,COc1ccc(F)c(F)c1C=O,Aldlab Chemicals,0,,"2,3-Difluoro-6-methoxybenzaldehyde",MFCD02093968,908902,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D752B0>,27
17388,172.13,C8H6F2O2,172.13,COc1cc(C=O)cc(F)c1F,Advamacs,0,,"3,4-Difluoro-5-methoxybenzaldehyde 95+%",MFCD04972450,2725638,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D75970>,26
17414,172.13,C8H6F2O2,172.13,COc1ccc(F)c(C=O)c1F,Aldlab Chemicals,0,,"2,6-Difluoro-3-methoxybenzaldehyde",MFCD04115899,4849514,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D81030>,23
17437,172.13,C8H6F2O2,172.13,COc1c(F)cc(C=O)cc1F,Aldlab Chemicals,0,,"3,5-Difluoro-4-methoxybenzaldehyde",MFCD04115911,4849536,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D815F0>,32
17469,172.13,C8H6F2O2,172.13,COc1c(F)ccc(C=O)c1F,Aldlab Chemicals,0,,"2,4-Difluoro-3-methoxybenzaldehyde",MFCD04115930,4849574,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D81DF0>,13
17482,172.13,C8H6F2O2,172.13,COc1ccc(C=O)c(F)c1F,Alfa Aesar (US),0,,"2,3-Difluoro-4-methoxybenzaldehyde, 97%",MFCD04115981,4849666,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1D8C170>,19
