,MWT,MF,PARENT_MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,MFCD,EMOLECULES_ID,mol,MFC#
18285,173.17,C10H7NO2,173.17,Oc1ccc(C=O)c2cccnc12,"Combi-Blocks, Inc.",0,,8-Hydroxyquinoline-5-carbaldehyde,MFCD03425064,7442255,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DCDD30>,19
18338,173.17,C10H7NO2,173.17,O=Cc1cccc(c1)-c1cnco1,Key Organics/BIONET,0,,3-(5-Oxazolyl)benzaldehyde,MFCD24686783,49435046,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DD6AB0>,12
18377,173.18,C9H7N3O,173.18,O=Cc1ccc(cc1)-n1cncn1,Aldlab Chemicals,0,,"4-(1H-1,2,4-Triazol-1-yl)benzaldehyde",MFCD02681969,720492,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DD74B0>,33
18410,173.18,C9H7N3O,173.18,O=Cc1ccc(cc1)-n1ccnn1,"Combi-Blocks, Inc.",0,,"4-[1,2,3]Triazol-1-yl-benzaldehyde",MFCD07783843,2728308,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DD7CF0>,11
18421,173.18,C9H7N3O,173.18,O=Cc1ccccc1-n1cncn1,Key Organics/BIONET,1,,"2-(1H-1,2,4-triazol-1-yl)benzenecarbaldehyde",MFCD03617913,4352377,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DD7FB0>,20
18441,173.18,C9H7N3O,173.18,O=Cc1cccc(c1)-n1cncn1,"Combi-Blocks, Inc.",0,,"3-(1H-1,2,4-Triazol-1-yl)benzaldehyde",MFCD08271896,5849505,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DDA4F0>,22
18463,173.18,C9H7N3O,173.18,O=Cc1ccc(cc1)-n1nccn1,"Combi-Blocks, Inc.",0,,"4-(2H-1,2,3-Triazol-2-yl)benzaldehyde",MFCD08669904,24589263,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DDAA70>,15
18492,173.22,C11H11NO,173.22,CCn1ccc2c(C=O)cccc12,Alinda Chemical,0,,1-ethyl-1H-indole-4-carbaldehyde,MFCD09455239,14864007,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DDC1F0>,12
18504,173.22,C11H11NO,173.22,CCn1ccc2cc(C=O)ccc12,Alinda Chemical,0,,1-ethyl-1H-indole-5-carbaldehyde,MFCD09455244,14864017,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DDC4F0>,16
18520,173.22,C11H11NO,173.22,CCn1ccc2ccc(C=O)cc12,Alinda Chemical,0,,1-ethyl-1H-indole-6-carbaldehyde,MFCD09455258,14864045,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DDC8F0>,21
18548,173.22,C11H11NO,173.22,CC(C)(C#N)c1ccc(C=O)cc1,Bellen Chem,0,,2-(4-formylphenyl)-2-methylpropanenitrile,MFCD21364688,43216836,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DDF030>,10
18655,174.12,C8H5F3O,174.12,FC(F)(F)c1cccc(C=O)c1,Alinda Chemical,0,,3-(trifluoromethyl)benzaldehyde,MFCD00003373,487557,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DE0B30>,40
18695,174.12,C8H5F3O,174.12,FC(F)(F)c1ccc(C=O)cc1,Alfa Aesar (US),0,,"4-(Trifluoromethyl)benzaldehyde, 97%",MFCD00006952,489714,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DEB570>,34
18729,174.12,C8H5F3O,174.12,FC(F)(F)c1ccccc1C=O,Activate Scientific,0,,2-(Trifluoromethyl)benzaldehyde,MFCD00003337,491889,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DEBDF0>,34
18783,174.16,C10H6O3,174.16,O=Cc1ccc2oc(=O)ccc2c1,Matrix Scientific,6891,,Coumarin-6-carboxaldehyde,MFCD01941322,918621,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DF5BB0>,12
18811,174.16,C9H6N2O2,174.16,O=Cc1ccc(cc1)-c1ncon1,ChemBridge,3001863,,"4-(1,2,4-oxadiazol-3-yl)benzaldehyde",MFCD12026816,27332238,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DFE2F0>,11
18832,174.16,C8H6N4O,174.16,O=Cc1ccc(cc1)-c1nnn[nH]1,Princeton BioMolecular Research,0,,4-(1H-tetraazol-5-yl)benzaldehyde,MFCD01311033,887795,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DFE830>,20
18860,174.16,C8H6N4O,174.16,O=Cc1cccc(c1)-c1nn[nH]n1,Alinda Chemical,0,,3-(2H-tetrazol-5-yl)benzaldehyde,MFCD18064602,32175590,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DFEF30>,15
18883,174.17,C11H7FO,174.17,Fc1ccc(C=O)c2ccccc12,Rieke Metals,8071,,4-Fluoro-1-naphthalenecarboxaldehyde,MFCD02261765,706915,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1DFF530>,40
19045,174.2,C10H10N2O,174.2,Cc1n(C)nc2ccc(C=O)cc12,"Combi-Blocks, Inc.",0,,"2,3-Dimethyl-2h-indazole-5-carbaldehyde",MFCD17015998,56770588,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E04E30>,11
19056,174.2,C10H10N2O,174.2,Cc1n(C)nc2cc(C=O)ccc12,"Combi-Blocks, Inc.",0,,"2,3-Dimethyl-2h-indazole-6-carbaldehyde",MFCD17015993,56975143,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E07130>,18
19145,174.56,C7H4ClFO2,174.56,Oc1cc(Cl)c(F)cc1C=O,"Combi-Blocks, Inc.",0,,4-Chloro-5-fluoro-2-hydroxybenzaldehyde,MFCD20278246,44692546,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E087B0>,18
19163,174.56,C7H4ClFO2,174.56,Oc1c(F)cc(C=O)cc1Cl,AOBChem USA,32641,,3-Chloro-5-fluoro-4-hydroxybenzaldehyde,MFCD06411310,45491012,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E08C30>,14
19177,174.56,C7H4ClFO2,174.56,Oc1c(F)cc(Cl)cc1C=O,Key Organics/BIONET,0,,5-chloro-3-fluoro-2-hydroxybenzaldehyde,MFCD16658025,45773274,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E08FB0>,15
19192,174.56,C7H4ClFO2,174.56,Oc1cc(F)c(C=O)cc1Cl,"Combi-Blocks, Inc.",0,,5-Chloro-2-fluoro-4-hydroxybenzaldehyde,MFCD22066584,46573716,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E113B0>,16
19215,174.56,C7H4ClFO2,174.56,Oc1cc(F)c(Cl)cc1C=O,Aldlab Chemicals,0,,5-chloro-4-fluoro-2-hydroxybenzaldehyde,MFCD06739490,56970804,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E11970>,14
19260,175.01,C7H4Cl2O,175.01,Clc1cc(Cl)cc(C=O)c1,Activate Scientific,0,,"3,5-Dichlorobenzaldehyde",MFCD00003352,481436,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E1A4F0>,45
19305,175.01,C7H4Cl2O,175.01,Clc1ccc(C=O)c(Cl)c1,Alfa Aesar (US),0,,"2,4-Dichlorobenzaldehyde, 98%",MFCD00003305,482221,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E23070>,39
19344,175.01,C7H4Cl2O,175.01,Clc1cccc(C=O)c1Cl,InterBioScreen,0,,"2,3-dichlorobenzaldehyde",MFCD00010127,492327,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E23A30>,42
19386,175.01,C7H4Cl2O,175.01,Clc1cccc(Cl)c1C=O,Aldlab Chemicals,0,,"2,6-Dichlorobenzaldehyde",MFCD00003307,500419,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E2B4F0>,35
19421,175.01,C7H4Cl2O,175.01,Clc1ccc(C=O)cc1Cl,Alfa Aesar (US),0,,"3,4-Dichlorobenzaldehyde, 97%",MFCD00003351,500421,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E2BDB0>,34
19455,175.01,C7H4Cl2O,175.01,Clc1ccc(Cl)c(C=O)c1,Alfa Aesar (US),0,,"2,5-Dichlorobenzaldehyde, 98%",MFCD00156140,517102,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E35670>,36
19506,175.16,C10H6FNO,175.16,Fc1ccc(C=O)c2ncccc12,"Combi-Blocks, Inc.",0,,5-fluoroquinoline-8-carbaldehyde,MFCD15526826,36086151,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E3E370>,19
19667,175.23,C11H13NO,175.23,O=Cc1ccc(cc1)N1CCCC1,Alinda Chemical,0,,4-pyrrolidin-1-ylbenzaldehyde,MFCD00015469,725296,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E42C30>,43
19710,175.23,C11H13NO,175.23,O=Cc1cccc(c1)N1CCCC1,Maybridge,0,,3-pyrrolidin-1-ylbenzaldehyde,MFCD07772825,726977,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E45730>,17
19727,175.23,C11H13NO,175.23,CN1CCCc2cc(C=O)ccc12,InterBioScreen,0,,"1-methyl-1,2,3,4-tetrahydroquinoline-6-carbaldehyde",MFCD03180300,981009,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E45B70>,32
19764,175.23,C11H13NO,175.23,O=Cc1ccccc1N1CCCC1,Accela ChemBio (ASD),0,,2-(1-Pyrrolidinyl)benzaldehyde,MFCD03419322,1523162,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E474F0>,27
19834,176.13,C8H4N2O3,176.13,[O-][N+](=O)c1cc(ccc1C=O)C#N,"Combi-Blocks, Inc.",0,,4-Formyl-3-nitrobenzonitrile,MFCD10696869,44467196,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E4A6B0>,24
19858,176.13,C8H4N2O3,176.13,[O-][N+](=O)c1ccc(cc1C=O)C#N,Matrix Scientific,97879,,3-Formyl-4-nitrobenzonitrile,MFCD10696868,44688813,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E4ACB0>,23
19908,176.17,C10H8O3,176.17,OC(=O)\C=C\c1ccccc1C=O,"Combi-Blocks, Inc.",0,,2-Formylcinnamic acid,MFCD03840500,43449032,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E50970>,16
19937,176.17,C10H8O3,176.17,OC(=O)\C=C\c1ccc(C=O)cc1,Alinda Chemical,0,,(2E)-3-(4-formylphenyl)acrylic acid,MFCD00006955,105335324,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E570F0>,10
19981,176.22,C11H12O2,176.22,CC1(C)Cc2cccc(C=O)c2O1,Maybridge,0,,"2,2-dimethyl-2,3-dihydro-1-benzofuran-7-carbaldehyde",MFCD04115387,720722,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E57BF0>,16
19997,176.22,C11H12O2,176.22,CC1(C)Cc2cc(C=O)ccc2O1,ChemBridge,4000012,,"2,2-dimethyl-2,3-dihydro-1-benzofuran-5-carbaldehyde",MFCD08445737,816150,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E59030>,13
20010,176.22,C11H12O2,176.22,CC(=C)COc1ccccc1C=O,ChemBridge,9071550,,2-[(2-methyl-2-propen-1-yl)oxy]benzaldehyde,MFCD06751841,1521189,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E59370>,11
20021,176.22,C11H12O2,176.22,COc1cc2CCCc2cc1C=O,ChemBridge,4015064,,6-methoxyindane-5-carbaldehyde,MFCD06248004,1523037,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E59630>,14
20043,176.22,C11H12O2,176.22,CC(=C)COc1cccc(C=O)c1,ChemBridge,9071964,,3-[(2-methyl-2-propen-1-yl)oxy]benzaldehyde,MFCD07392462,8317613,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E59BB0>,10
20061,176.22,C11H12O2,176.22,CC(=C)COc1ccc(C=O)cc1,ChemBridge,9071705,,4-[(2-methyl-2-propen-1-yl)oxy]benzaldehyde,MFCD00845682,18189666,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E5C070>,14
20158,176.22,C11H12O2,176.22,CC1(C)Cc2c(O1)cccc2C=O,ChemScene,0,,"2,2-Dimethyl-2,3-dihydro-1-benzofuran-4-carbaldehyde",MFCD24676063,168891407,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E5D8F0>,13
20226,176.26,C12H16O,176.26,Cc1c(C)c(C)c(C=O)c(C)c1C,Specs,0,,"2,3,4,5,6-pentamethylbenzaldehyde",MFCD00015560,508903,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E60A30>,14
20272,176.55,C7H3ClF2O,176.55,Fc1ccc(F)c(C=O)c1Cl,Alfa Aesar (US),0,,"2-Chloro-3,6-difluorobenzaldehyde, 97%",MFCD01631443,517360,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E625F0>,35
20307,176.55,C7H3ClF2O,176.55,Fc1ccc(Cl)c(F)c1C=O,Aldlab Chemicals,0,,"3-Chloro-2,6-difluorobenzaldehyde",MFCD01631323,517384,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E62EB0>,32
20339,176.55,C7H3ClF2O,176.55,Fc1cc(Cl)cc(F)c1C=O,Alfa Aesar (US),0,,"4-Chloro-2,6-difluorobenzaldehyde, 97%",MFCD03094460,908240,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E696F0>,30
20369,176.55,C7H3ClF2O,176.55,Fc1ccc(C=O)c(F)c1Cl,Alfa Aesar (US),0,,"3-Chloro-2,4-difluorobenzaldehyde, 97%",MFCD04116001,4849708,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E69E70>,31
20400,176.55,C7H3ClF2O,176.55,Fc1cc(C=O)cc(F)c1Cl,AOBChem USA,26238,,"4-Chloro-3,5-difluorobenzaldehyde",MFCD11553555,25033607,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E71670>,18
20418,176.55,C7H3ClF2O,176.55,Fc1cc(C=O)c(F)cc1Cl,Alfa Aesar (US),0,,"4-Chloro-2,5-difluorobenzaldehyde, 98%",MFCD07782051,36751019,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E71AF0>,34
20452,176.55,C7H3ClF2O,176.55,Fc1c(F)c(C=O)ccc1Cl,HE Chemical,61778,,"4-Chloro-2,3-difluorobenzaldehyde",MFCD11845976,36763620,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E7B3B0>,22
20474,176.55,C7H3ClF2O,176.55,Fc1ccc(Cl)c(C=O)c1F,Alfa Aesar (US),0,,"6-Chloro-2,3-difluorobenzaldehyde, 97%",MFCD07368118,36765055,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E7B930>,18
20492,176.55,C7H3ClF2O,176.55,Fc1cc(Cl)c(C=O)cc1F,AOBChem USA,15237,,"2-Chloro-4,5-Difluorobenzaldehyde",MFCD07782050,43337476,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E7BDB0>,26
20518,176.55,C7H3ClF2O,176.55,Fc1ccc(C=O)c(Cl)c1F,Aldlab Chemicals,0,,"2-Chloro-3,4-difluorobenzaldehyde",MFCD18415551,43466478,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E84470>,26
20552,176.55,C7H3ClF2O,176.55,Fc1cc(F)c(C=O)cc1Cl,"Combi-Blocks, Inc.",0,,"5-Chloro-2,4-difluorobenzaldehyde",MFCD07782052,43469548,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E84CF0>,27
20579,176.55,C7H3ClF2O,176.55,Fc1cc(Cl)cc(C=O)c1F,"Combi-Blocks, Inc.",0,,"5-Chloro-2,3-difluorobenzaldehyde",MFCD20924197,50472682,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E8E3F0>,15
20594,176.55,C7H3ClF2O,176.55,Fc1cc(F)c(C=O)c(Cl)c1,Key Organics/BIONET,0,,"2-chloro-4,6-difluorobenzaldehyde",MFCD18415553,53990953,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E8E7B0>,18
20715,177.2,C10H11NO2,177.2,CN1CCOc2cc(C=O)ccc12,"Combi-Blocks, Inc.",0,,"4-Methyl-3,4-dihydro-2h-1,4-benzoxazine-7-carbaldehyde",MFCD02681912,720338,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E98670>,19
20734,177.2,C10H11NO2,177.2,CN(C)C(=O)c1ccc(C=O)cc1,A1 Biochem Labs,0,,"4-Formyl-N,N-dimethyl-benzamide",MFCD07186279,8296387,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E98B30>,10
20810,177.22,C9H7NOS,177.22,Cc1nc2cc(C=O)ccc2s1,"Combi-Blocks, Inc.",0,,2-Methylbenzo[d]thiazole-5-carbaldehyde,MFCD02690143,2894835,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E9AE70>,16
20854,177.25,C11H15NO,177.25,CCN(CC)c1ccc(C=O)cc1,InterBioScreen,0,,4-(diethylamino)benzaldehyde,MFCD00003382,497312,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1E9D9B0>,40
21017,178.09,C7H2F4O,178.09,Fc1cc(F)c(F)c(C=O)c1F,Frontier Scientific (Logan),0,,"3,5-Dibromobenzonitrile, 98%",MFCD00167387,497995,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EA3330>,22
21039,178.09,C7H2F4O,178.09,Fc1cc(C=O)c(F)c(F)c1F,Advamacs,0,,"2,3,4,5-Tetrafluorobenzaldehyde 98%",MFCD02683041,716605,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EA38B0>,26
21138,178.19,C10H10O3,178.19,O=Cc1ccc2OCCCOc2c1,Maybridge,0,,"3,4-dihydro-2H-1,5-benzodioxepine-7-carbaldehyde",MFCD01893356,720308,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EAD1F0>,24
21178,178.19,C10H10O3,178.19,O=Cc1ccc(cc1)C1OCCO1,Rieke Metals,0,,"4-[1,3]Dioxolan-2-ylbenzaldehyde",MFCD03180272,16555349,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EADBF0>,15
21221,178.19,C10H10O3,178.19,OC(=O)CCc1ccc(C=O)cc1,Alfa Aesar (US),0,,"3-(4-Formylphenyl)propionic acid, 96%",MFCD08234824,32178376,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB06F0>,12
21233,178.19,C10H10O3,178.19,COC(=O)Cc1ccccc1C=O,Accela ChemBio (ASD),0,,Methyl 2-(2-Formylphenyl)acetate,MFCD12755820,32179939,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB09F0>,29
21269,178.19,C10H10O3,178.19,CCOC(=O)c1ccccc1C=O,Aldlab Chemicals,0,,2-formylbenzoicacidethylester,MFCD09743805,36805650,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB2330>,13
21282,178.19,C10H10O3,178.19,CCOC(=O)c1ccc(C=O)cc1,Aldlab Chemicals,0,,4-formyl-benzoicacidethylester,MFCD00460463,36805652,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB2670>,29
21324,178.19,C10H10O3,178.19,COC(=O)c1ccc(C=O)cc1C,"Combi-Blocks, Inc.",0,,Methyl 4-formyl-2-methylbenzoate,MFCD22380496,43481305,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB5130>,12
21336,178.19,C10H10O3,178.19,COC(=O)Cc1ccc(C=O)cc1,AstaTech,0,,METHYL 2-(4-FORMYLPHENYL)ACETATE,MFCD17018734,44690973,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB5430>,21
21357,178.19,C10H10O3,178.19,Cc1cc(C)c(cc1C=O)C(O)=O,"Combi-Blocks, Inc.",0,,"5-Formyl-2,4-dimethylbenzoic acid",MFCD20651233,44835989,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB5970>,11
21387,178.19,C10H10O3,178.19,COC(=O)Cc1cccc(C=O)c1,"Combi-Blocks, Inc.",0,,Methyl 2-(3-formylphenyl)acetate,MFCD15523582,49844889,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB6130>,20
21414,178.19,C10H10O3,178.19,COC(=O)c1cc(C=O)ccc1C,"Combi-Blocks, Inc.",0,,Methyl 5-formyl-2-methylbenzoate,MFCD21099506,50413649,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB67F0>,14
21435,178.19,C10H10O3,178.19,Cc1cc(C=O)cc(C)c1C(O)=O,AOBChem USA,27870,,"2,6-Dimethyl-4-formyl-benzoic acid",MFCD20645598,92328755,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB6D30>,10
21508,178.23,C11H14O2,178.23,CCCCOc1ccc(C=O)cc1,InterBioScreen,0,,4-butoxybenzaldehyde,MFCD00003389,490708,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EB9FB0>,32
21540,178.23,C11H14O2,178.23,CC(C)(C)c1ccc(O)c(C=O)c1,AstaTech,29479,,5-TERT-BUTYL-2-HYDROXY-BENZALDEHYDE,MFCD01321335,513314,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EBB7F0>,28
21568,178.23,C11H14O2,178.23,CC(C)(C)c1cccc(C=O)c1O,Activate Scientific,0,,3-(tert-butyl)-2-hydroxybenzaldehyde,MFCD00778877,513876,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EBBEF0>,28
21596,178.23,C11H14O2,178.23,CC(C)(C)Oc1ccc(C=O)cc1,"Combi-Blocks, Inc.",0,,4-(tert-Butoxy)benzaldehyde,MFCD00040800,531145,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EBE630>,15
21611,178.23,C11H14O2,178.23,CCCCOc1ccccc1C=O,Aldlab Chemicals,0,,"?Benzaldehyde,2-butoxy-",MFCD02257368,836054,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EBE9F0>,21
21632,178.23,C11H14O2,178.23,CC(C)COc1ccc(C=O)cc1,InterBioScreen,0,,4-isobutoxybenzaldehyde,MFCD01922006,836768,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EBEF30>,40
21672,178.23,C11H14O2,178.23,CC(C)COc1cccc(C=O)c1,InterBioScreen,0,,3-isobutoxybenzaldehyde,MFCD01993681,836780,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EBF970>,22
21694,178.23,C11H14O2,178.23,CC(C)COc1ccccc1C=O,Alinda Chemical,0,,2-isobutoxybenzaldehyde,MFCD03422397,848384,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1EBFEF0>,19
21718,178.23,C11H14O2,178.23,CCCCOc1cccc(C=O)c1,Aldlab Chemicals,0,,3-Butoxybenzaldehyde,MFCD00129988,1012820,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA2530>,13
21731,178.23,C11H14O2,178.23,COc1cc(C)c(C=O)c(C)c1C,ChemBridge,5229799,,"4-methoxy-2,3,6-trimethylbenzaldehyde",MFCD00456729,1186523,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA2870>,23
21770,178.23,C11H14O2,178.23,CC(C)(C)Oc1cccc(C=O)c1,Accela ChemBio (ASD),0,,3-tert-Butoxybenzaldehyde,MFCD02258842,6285386,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA4270>,20
21790,178.23,C11H14O2,178.23,CC(C)(C)Oc1ccccc1C=O,AstaTech,31366,,2-TERT-BUTOXYBENZALDEHYDE,MFCD02258844,6285488,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA4770>,16
21806,178.23,C11H14O2,178.23,CCC(C)Oc1ccccc1C=O,ChemBridge,6539813,,2-sec-butoxybenzaldehyde,MFCD02629688,9907685,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA4B70>,13
21827,178.23,C11H14O2,178.23,CC(C)(C)c1ccc(C=O)c(O)c1,"Combi-Blocks, Inc.",0,,4-tert-Butylsalicylaldehyde,MFCD06412558,11642624,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA70F0>,16
21843,178.23,C11H14O2,178.23,COc1ccc(C=O)cc1C(C)C,Sinova,0,,3-Isopropyl-4-methoxybenzoaldehyde,MFCD06247877,19232131,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA74F0>,34
21889,178.23,C11H14O2,178.23,CCOc1c(C)cc(C=O)cc1C,Platte Valley Scientific,0,,"4-Ethoxy-3,5-dimethylbenzaldehyde",MFCD06247333,30423476,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA80B0>,12
21920,178.23,C11H14O2,178.23,CC(C)Oc1ccc(C=O)cc1C,AOBChem USA,23757,,4-Isopropoxy-3-methylbenzaldehyde,MFCD12547898,36764776,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA8870>,12
21935,178.23,C11H14O2,178.23,CC(C)Oc1ccc(C)cc1C=O,"Combi-Blocks, Inc.",0,,5-Methyl-2-(1-methylethoxy)-benzaldehyde,MFCD18331386,39749909,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEA8C30>,21
21973,178.23,C11H14O2,178.23,CCc1cc(C=O)cc(CC)c1O,"Combi-Blocks, Inc.",0,,"3,5-Diethyl-4-hydroxybenzaldehyde",MFCD13152308,43609020,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEAB5F0>,21
22007,178.23,C11H14O2,178.23,CC(C)Oc1ccc(C)c(C=O)c1,AOBChem USA,21525,,5-Isopropoxy-2-methylbenzaldehyde,MFCD19105379,45980778,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEABE70>,10
22059,178.23,C11H14O2,178.23,CC(C)(C)c1ccc(C=O)cc1O,Enamine - UA Backorder,0,,4-tert-butyl-3-hydroxybenzaldehyde,MFCD16999737,70094823,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEADBB0>,11
22151,178.31,C10H14OSi,178.31,C[Si](C)(C)c1ccc(C=O)cc1,"Combi-Blocks, Inc.",0,,4-(Trimethylsilyl)benzaldehyde,MFCD08064053,30156754,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEB1330>,13
22314,179.22,C10H13NO2,179.22,CN(CCO)c1ccc(C=O)cc1,"Combi-Blocks, Inc.",0,,N-Methyl-n-(2-hydroxyethyl)-4-aminobenzaldehyde,MFCD00963547,517623,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEB6C70>,14
22332,179.22,C10H13NO2,179.22,CN(C)Cc1cc(C=O)ccc1O,ChemBridge,4001986,,3-[(dimethylamino)methyl]-4-hydroxybenzaldehyde,MFCD07186317,1417818,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEB9130>,10
22594,180.16,C9H8O4,180.16,OC(=O)COc1ccccc1C=O,InterBioScreen,0,,2-(2-formylphenoxy)acetic acid,MFCD00003315,483073,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC23B0>,24
22618,180.16,C9H8O4,180.16,OC(=O)COc1ccc(C=O)cc1,InterBioScreen,0,,2-(4-formylphenoxy)acetic acid,MFCD00016613,513298,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC29B0>,30
22648,180.16,C9H8O4,180.16,COc1cc(C=O)cc2OCOc12,Aldlab Chemicals,0,,Myristicin,MFCD00016900,889426,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC3170>,35
22683,180.16,C9H8O4,180.16,COc1cc2OCOc2cc1C=O,ChemBridge,4015071,,"6-methoxy-1,3-benzodioxole-5-carbaldehyde",MFCD00598413,977701,<rdkit.Chem.rdchem.Mol object at 0x0000020EDFEC3A30>,16
